eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord
pass,failed,ozentry,1901.00,northCenterNZ,nz,powerPlay,0,311,112050,80264,16.39912415,-17.35294151
pass,successful,outlet,1912.87,outsideNorthEastDZ,dz,powerPlay,0,311,94531,80264,-81.17146301,-12.32352829
reception,successful,regular,1913.53,eastPointDZ,dz,powerPlay,0,311,237838,80264,-47.47440338,-34.45294189
pass,successful,eastwest,1915.13,southCenterNZ,nz,powerPlay,0,311,237838,80264,-22.31949997,-18.35880089
reception,successful,regular,1916.23,southEastBoardsNZ,nz,powerPlay,0,311,370192,80264,-8.747932434,24.89411926
pass,successful,southoffboards,1918.43,eastPoint,oz,powerPlay,0,311,370192,80264,46.08052063,34.95294189
reception,successful,regular,1919.93,eastPoint,oz,powerPlay,0,311,370192,80264,44.0687561,40.98823547
pass,failed,eastwest,1920.40,eastPoint,oz,powerPlay,0,311,370192,80264,41.55404663,38.473526
pass,successful,south,1924.50,northCenterNZ,nz,powerPlay,0,311,237838,80264,14.3952179,15.84117508
reception,successful,regular,1924.67,northCenterNZ,nz,powerPlay,0,311,370192,80264,13.89228058,20.87059021
pass,successful,eastwest,1926.87,southEastBoardsNZ,nz,powerPlay,0,311,370192,80264,-4.716545105,33.94705963
reception,successful,regular,1927.93,northWestBoardsNZ,nz,powerPlay,0,311,2546838,80264,6.34815979,-34.95588303
pass,successful,south,1927.97,northWestBoardsNZ,nz,powerPlay,0,311,2546838,80264,4.83934021,-33.44705963
reception,successful,regular,1929.33,eastPointDZ,dz,powerPlay,0,311,6588,80264,-30.36654663,-14.83823586
pass,successful,eastwest,1931.37,southCenterNZ,nz,powerPlay,0,311,6588,80264,-18.29595947,9.302940369
reception,successful,regular,1932.20,northWestBoardsNZ,nz,powerPlay,0,311,2546838,80264,14.3952179,-36.46470642
pass,failed,south,1937.57,outsideNorthWest,oz,powerPlay,0,311,2546838,80264,64.68933105,-40.99117661
pass,successful,d2d,1942.63,outsideNorthWestDZ,dz,powerPlay,0,311,5152,80264,-66.57830811,29.42058563
reception,successful,regular,1943.87,westPointDZ,dz,powerPlay,0,311,6588,80264,-53.50183868,34.44999695
pass,successful,south,1948.93,southCenterNZ,nz,powerPlay,0,311,6588,80264,-24.33125305,12.32058716
reception,successful,regular,1950.27,centerPointDZ,dz,powerPlay,0,311,5814,80264,-46.46066284,15.33823395
shot,failed,slotblocked,1955.07,eastOuterSlot,oz,powerPlay,0,311,110409,80264,67.19618225,21.37352753
pass,failed,northoffboards,1964.97,outsideNorthWest,oz,shortHanded,0,315,179172,5152,59.03419113,-36.96470642
pass,successful,outlet,1968.77,outsideNorthWestDZ,dz,powerPlay,0,311,237838,80264,-88.20478058,12.82352829
reception,successful,regular,1969.50,outsideNorthWestDZ,dz,powerPlay,0,311,110409,80264,-72.11066437,32.94117737
pass,successful,d2d,1971.30,westPointDZ,dz,powerPlay,0,311,110409,80264,-44.95183945,37.46764374
reception,successful,regular,1971.93,outsideNorthWestDZ,dz,powerPlay,0,311,6588,80264,-69.09301758,29.92353058
pass,failed,stretch,1973.63,centerPointDZ,dz,powerPlay,0,311,6588,80264,-47.4665451,4.273529053
pass,failed,outletoffboards,1978.60,outsideNorthWestDZ,dz,evenStrength,0,311,6588,80264,-94.74301147,23.38529205
pass,failed,outlet,1981.97,westPointDZ,dz,evenStrength,0,311,5814,80264,-43.94595718,26.40293884
pass,successful,d2d,1987.60,outsideNorthWestDZ,dz,evenStrength,0,315,80264,5152,-98.88148499,2.264705658
reception,successful,regular,1989.60,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-85.80500793,34.95588303
pass,successful,d2doffboards,1989.63,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-85.80500793,34.95588303
reception,successful,regular,1991.00,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-95.36088562,-18.85882187
pass,successful,outlet,1992.00,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-94.35501099,-22.37940979
reception,successful,regular,1992.63,outsideNorthEastDZ,dz,evenStrength,0,315,81408,5152,-72.2256012,-33.94705963
pass,successful,outlet,1993.63,eastPointDZ,dz,evenStrength,0,315,81408,5152,-48.58735657,-33.44411469
reception,successful,regular,1994.20,southWestBoardsNZ,nz,evenStrength,0,315,78625,5152,-21.42853546,-32.94117737
pass,successful,outlet,2000.53,westPointDZ,dz,evenStrength,0,311,80,80264,-30.86948395,23.38529205
reception,successful,regular,2001.70,centerPointDZ,dz,evenStrength,0,311,446706,80264,-31.87536621,-6.791175842
pass,successful,stretch,2002.50,eastPointDZ,dz,evenStrength,0,311,446706,80264,-26.34301758,-12.82646942
reception,successful,regular,2003.17,northWestBoardsNZ,nz,evenStrength,0,311,113401,80264,10.87463379,-26.90882301
shot,failed,slot,2007.27,innerSlot,oz,evenStrength,0,311,113401,80264,87.32170105,4.776470184
shot,failed,slot,2007.60,innerSlot,oz,evenStrength,0,311,1731661,80264,86.8187561,-0.252941132
pass,failed,north,2012.30,northEastBoardsNZ,nz,evenStrength,0,311,80,80264,9.868751526,31.9352951
pass,successful,outlet,2020.63,outsideNorthEastDZ,dz,evenStrength,0,311,108339,80264,-95.24595642,-28.41764641
reception,successful,regular,2021.23,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-72.11066437,-35.96176529
pass,successful,outlet,2021.83,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-63.05772018,-34.45294189
reception,successful,regular,2022.93,westPointDZ,dz,evenStrength,0,311,112050,80264,-37.9106636,38.97647095
pass,successful,ozentry,2025.33,northEastBoardsNZ,nz,evenStrength,0,311,112050,80264,10.37168884,29.42058563
reception,successful,ozentry,2025.90,westPoint,oz,evenStrength,0,311,94531,80264,30.99227905,-25.90294075
shot,failed,outside,2027.23,outsideNorthWest,oz,evenStrength,0,311,94531,80264,67.20404053,-26.40588188
pass,successful,outlet,2034.13,centerPointDZ,dz,evenStrength,0,315,202206,5152,-46.07266235,10.8147049
reception,successful,regular,2035.00,southWestBoardsNZ,nz,evenStrength,0,315,126723,5152,-10.36383057,-37.97058868
pass,failed,eastwest,2036.73,northCenterNZ,nz,evenStrength,0,315,126723,5152,18.30381775,-4.273529053
reception,failed,regular,2036.97,northCenterNZ,nz,evenStrength,0,315,202206,5152,22.83028412,2.76764679
pass,successful,d2d,2037.30,centerPointDZ,dz,evenStrength,0,311,370192,80264,-32.37831116,-9.808822632
reception,successful,regular,2037.73,centerPointDZ,dz,evenStrength,0,311,108339,80264,-41.43130112,-10.3118
pass,failed,outlet,2057.23,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-94.35501099,-23.888237
shot,successful,outside,2058.60,outsideNorthEast,oz,evenStrength,0,311,111452,80264,84.29618835,27.91176605
pass,successful,d2d,2060.60,outsideNorthEastDZ,dz,evenStrength,0,315,78625,5152,-70.71676636,-22.37940979
reception,successful,regular,2061.53,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-76.7520752,-16.34411621
pass,successful,outletoffboards,2062.20,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-85.30206299,-26.40293884
reception,successful,regular,2063.43,eastPointDZ,dz,evenStrength,0,315,81408,5152,-40.03736877,-38.473526
pass,successful,outlet,2063.97,eastPointDZ,dz,evenStrength,0,315,81408,5152,-38.52853394,-37.46764374
reception,successful,regular,2064.73,southCenterNZ,nz,evenStrength,0,315,10534,5152,-4.831481934,-9.302940369
pass,failed,south,2074.17,outsideNorthEast,oz,evenStrength,0,315,78625,5152,90.22440338,31.4352932
pass,successful,d2doffboards,2078.90,outsideNorthEastDZ,dz,evenStrength,0,311,237838,80264,-96.25969696,-2.76764679
reception,successful,regular,2080.57,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-90.7273407,-28.92058754
pass,failed,ozentrystretch,2081.90,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-74.63322449,-37.97352982
pass,successful,outlet,2085.73,eastOuterSlotDZ,dz,evenStrength,0,315,400162,5152,-68.70500183,-10.30882263
reception,successful,regular,2086.53,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-64.17854309,27.41176414
pass,successful,outletoffboards,2087.27,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-69.20794678,37.47058868
reception,successful,regular,2087.97,southEastBoardsNZ,nz,evenStrength,0,315,10534,5152,-19.41679955,38.47650146
pass,successful,north,2088.13,southEastBoardsNZ,nz,evenStrength,0,315,10534,5152,-15.89620018,38.47650146
reception,successful,regular,2088.77,southEastBoardsNZ,nz,evenStrength,0,315,78625,5152,-7.346183777,37.97352982
pass,successful,south,2088.93,southEastBoardsNZ,nz,evenStrength,0,315,78625,5152,-8.35206604,37.47058868
reception,successful,regular,2089.53,southEastBoardsNZ,nz,evenStrength,0,315,10534,5152,-8.855010033,33.44710159
pass,successful,south,2090.37,northEastBoardsNZ,nz,evenStrength,0,315,10534,5152,9.753809929,31.9382
reception,successful,regular,2091.57,southWestBoardsNZ,nz,evenStrength,0,315,400162,5152,-5.33441925,-27.40882111
pass,failed,northoffboards,2093.47,westPoint,oz,evenStrength,0,315,400162,5152,33.38419342,-36.46176147
pass,successful,north,2101.47,northCenterNZ,nz,evenStrength,0,315,884,5152,22.82242584,14.83823586
reception,successful,regular,2102.40,northCenterNZ,nz,evenStrength,0,315,81408,5152,23.32537079,18.86176491
shot,successful,slot,2103.90,eastOuterSlot,oz,evenStrength,0,315,81408,5152,54.00477982,14.33529472
pass,successful,slot,2106.43,eastOuterSlot,oz,evenStrength,0,315,884,5152,67.58419037,19.36470604
reception,successful,regular,2106.93,eastOuterSlot,oz,evenStrength,0,315,54915,5152,63.05772018,11.82058716
pass,successful,south,2107.03,eastOuterSlot,oz,evenStrength,0,315,54915,5152,61.54889679,13.32941246
reception,successful,regular,2107.70,eastPoint,oz,evenStrength,0,315,202206,5152,33.88713074,32.9441185
shot,successful,outside,2111.30,centerPoint,oz,evenStrength,0,315,202206,5152,45.45478058,18.86176491
pass,successful,outlet,2113.83,centerPointDZ,dz,evenStrength,0,311,109372,80264,-53.50183868,-0.755882263
reception,successful,regular,2114.47,westPointDZ,dz,evenStrength,0,311,110409,80264,-39.92242813,21.87647247
pass,successful,south,2120.30,westOuterSlot,oz,powerPlay,0,311,109964,80264,70.22169495,-13.32941246
reception,successful,regular,2121.37,westPoint,oz,powerPlay,0,311,94531,80264,36.021698,-23.38823509
pass,successful,eastwest,2121.53,westPoint,oz,powerPlay,0,311,94531,80264,37.02757263,-20.87352943
reception,successful,regular,2122.33,eastPoint,oz,powerPlay,0,311,111452,80264,38.53639221,20.87059021
pass,successful,eastwest,2122.37,eastPoint,oz,powerPlay,0,311,111452,80264,40.04522705,21.87647247
reception,successful,regular,2123.33,centerPoint,oz,powerPlay,0,311,94531,80264,36.52462769,-10.31176376
pass,successful,north,2124.00,centerPoint,oz,powerPlay,0,311,94531,80264,36.52462769,-9.3058815
reception,successful,regular,2124.63,outsideNorthWest,oz,powerPlay,0,311,370192,80264,60.665802,-25.90294075
shot,successful,outside,2125.23,outsideNorthWest,oz,powerPlay,0,311,370192,80264,61.16874695,-24.89705849
pass,successful,slot,2127.33,westOuterSlot,oz,powerPlay,0,311,370192,80264,69.71875,-21.8794117
reception,successful,regular,2128.57,westOuterSlot,oz,powerPlay,0,311,112050,80264,58.15110016,-21.87940025
shot,failed,slotblocked,2128.60,westOuterSlot,oz,powerPlay,0,311,112050,80264,57.1452179,-21.37647057
pass,successful,d2d,2142.50,eastPointDZ,dz,powerPlay,0,311,94531,80264,-39.92242813,-32.9441185
reception,successful,regular,2143.60,westOuterSlotDZ,dz,powerPlay,0,311,111452,80264,-54.00477982,9.302940369
pass,successful,eastwest,2146.13,southCenterNZ,nz,powerPlay,0,311,111452,80264,-1.698898315,19.86470795
reception,successful,regular,2146.73,northWestBoardsNZ,nz,powerPlay,0,311,370192,80264,5.845222473,-23.38823509
pass,successful,rush,2147.63,westPoint,oz,powerPlay,0,311,370192,80264,28.47756958,-26.90882301
reception,successful,regular,2148.23,westPoint,oz,powerPlay,0,311,109964,80264,34.51286316,-37.97352982
pass,successful,southoffboards,2150.73,outsideNorthWest,oz,powerPlay,0,311,109964,80264,70.72463989,-29.92647171
reception,successful,regular,2152.03,westPoint,oz,powerPlay,0,311,94531,80264,27.47169495,-25.39999962
pass,successful,eastwest,2152.60,westPoint,oz,powerPlay,0,311,94531,80264,31.99816895,-24.39411736
reception,successful,regular,2153.57,eastPoint,oz,powerPlay,0,311,112050,80264,49.09815979,32.94117737
pass,successful,south,2156.87,outsideNorthEast,oz,powerPlay,0,311,112050,80264,63.18051147,34.44999695
reception,successful,regular,2157.77,eastPoint,oz,powerPlay,0,311,94531,80264,28.98051453,23.38529205
pass,successful,north,2158.93,eastPoint,oz,powerPlay,0,311,94531,80264,29.98640442,15.33823395
reception,successful,regular,2159.53,eastPoint,oz,powerPlay,0,311,112050,80264,42.55992126,26.40293884
pass,successful,slot,2160.53,eastOuterSlot,oz,powerPlay,0,311,112050,80264,59.65990067,20.87059975
reception,successful,regular,2160.67,eastOuterSlot,oz,powerPlay,0,311,111452,80264,68.20993042,7.794116974
pass,failed,eastwest,2160.70,eastOuterSlot,oz,powerPlay,0,311,111452,80264,68.20993042,7.794116974
pass,successful,outletoffboards,2161.27,outsideNorthWestDZ,dz,shortHanded,0,315,20161,5152,-75.7461853,10.8147049
reception,successful,regular,2163.73,outsideNorthWestDZ,dz,shortHanded,0,315,884,5152,-56.63441467,36.96764755
pass,successful,south,2166.77,northEastBoardsNZ,nz,shortHanded,0,315,884,5152,7.742050171,27.91470528
reception,successful,regular,2167.17,northEastBoardsNZ,nz,shortHanded,0,315,54915,5152,3.215576172,28.92058754
pass,successful,north,2170.70,centerPoint,oz,powerPlay,0,311,111452,80264,27.47169495,-0.252941132
reception,successful,regular,2171.23,westPoint,oz,powerPlay,0,311,370192,80264,39.5422821,-20.3705883
pass,successful,eastwest,2172.53,outsideNorthWest,oz,powerPlay,0,311,370192,80264,60.665802,-25.39999962
reception,successful,regular,2173.73,eastPoint,oz,powerPlay,0,311,112050,80264,39.5422821,24.39117432
pass,successful,north,2175.10,outsideNorthEast,oz,powerPlay,0,311,112050,80264,64.18640137,27.40882111
reception,successful,regular,2176.17,outsideNorthEast,oz,powerPlay,0,311,111452,80264,69.21580505,32.94117737
pass,successful,eastwest,2176.60,outsideNorthEast,oz,powerPlay,0,311,111452,80264,62.17463684,32.94117737
reception,successful,regular,2177.43,centerPoint,oz,powerPlay,0,311,94531,80264,29.98640442,-1.761764526
pass,successful,eastwest,2178.43,centerPoint,oz,powerPlay,0,311,94531,80264,30.99227905,-0.252941132
reception,successful,regular,2179.03,eastPoint,oz,powerPlay,0,311,111452,80264,40.54815674,21.87647247
pass,failed,slot,2179.77,outsideNorthEast,oz,powerPlay,0,311,111452,80264,58.15110016,23.88820076
reception,failed,regular,2180.17,outsideNorthEast,oz,powerPlay,0,311,109964,80264,85.30989838,9.302940369
shot,successful,slot,2181.40,innerSlot,oz,powerPlay,0,311,112050,80264,79.77757263,-4.276470184
pass,successful,north,2187.13,southCenterNZ,nz,shortHanded,0,315,202206,5152,-14.89030457,21.8794117
reception,successful,regular,2187.63,southCenterNZ,nz,shortHanded,0,315,121680,5152,-1.813835144,6.288234711
pass,successful,outlet,2198.00,westOuterSlotDZ,dz,powerPlay,0,311,5814,80264,-65.57242584,22.88235474
reception,successful,regular,2198.80,centerPointDZ,dz,powerPlay,0,311,2546838,80264,-48.9753685,-13.83235359
pass,failed,outlet,2199.47,centerPointDZ,dz,powerPlay,0,311,2546838,80264,-35.89889526,-8.802940369
shot,successful,outside,2201.30,northCenterNZ,oz,powerPlay,0,311,237838,80264,16.90992737,13.82941055
pass,successful,d2d,2210.10,outsideNorthWestDZ,dz,powerPlay,0,311,5152,80264,-98.76654053,1.758823395
reception,successful,regular,2212.90,outsideNorthEastDZ,dz,powerPlay,0,311,6588,80264,-84.68418884,-16.85000038
pass,successful,north,2215.77,southCenterNZ,nz,powerPlay,0,311,6588,80264,-18.79889679,7.291175842
reception,successful,regular,2216.10,northEastBoardsNZ,nz,powerPlay,0,311,5814,80264,1.318748474,27.40882111
pass,successful,ozentry,2216.90,northCenterNZ,nz,powerPlay,0,311,5814,80264,23.95110321,20.87059021
reception,successful,ozentry,2217.40,eastPoint,oz,powerPlay,0,311,110409,80264,40.54815674,38.473526
pass,successful,south,2218.97,outsideNorthEast,oz,powerPlay,0,311,110409,80264,65.68736267,38.473526
reception,successful,regular,2220.37,eastPoint,oz,powerPlay,0,311,6588,80264,28.97265625,34.44999695
shot,successful,outside,2222.63,centerPoint,oz,powerPlay,0,311,6588,80264,50.09619141,8.799999237
pass,successful,eastwest,2229.20,centerPoint,oz,powerPlay,0,311,370192,80264,31.48736572,4.776470184
reception,successful,regular,2230.60,westPoint,oz,powerPlay,0,311,6588,80264,37.5226593,-33.95000076
pass,failed,eastwest,2233.93,westPoint,oz,powerPlay,0,311,6588,80264,51.10206604,-36.96764755
pass,successful,south,2236.17,westOuterSlot,oz,powerPlay,0,311,370192,80264,67.6991272,-21.37647057
reception,successful,regular,2237.07,westPoint,oz,powerPlay,0,311,80,80264,45.56971741,-27.41176414
pass,successful,north,2239.00,centerPoint,oz,powerPlay,0,311,80,80264,40.54029846,0.752941132
reception,successful,regular,2239.60,eastPoint,oz,powerPlay,0,311,94531,80264,44.06089783,34.95294189
pass,successful,eastwest,2240.57,eastPoint,oz,evenStrength,0,311,94531,80264,35.51089478,32.43823242
reception,successful,regular,2241.73,westPoint,oz,evenStrength,0,311,80,80264,37.01971436,-16.34705925
shot,failed,outsideblocked,2241.80,westPoint,oz,evenStrength,0,311,80,80264,37.01971436,-16.34705925
pass,successful,eastwest,2244.83,westPoint,oz,evenStrength,0,311,94531,80264,42.0491333,-31.93823624
reception,successful,regular,2245.63,eastPoint,oz,evenStrength,0,311,80,80264,40.03736877,29.92353058
shot,failed,outside,2247.03,outsideNorthEast,oz,evenStrength,0,311,80,80264,56.63441467,35.45587921
pass,successful,stretch,2254.20,westPointDZ,dz,evenStrength,0,315,78625,5152,-29.98640442,39.98529434
reception,successful,regular,2255.10,northCenterNZ,nz,evenStrength,0,315,10534,5152,10.24889374,15.84411812
pass,failed,outlet,2257.10,eastOuterSlotDZ,dz,evenStrength,0,311,111452,80264,-57.03028488,-2.264705658
pass,successful,north,2261.43,eastPoint,oz,evenStrength,0,315,10534,5152,35.39595795,39.48235321
reception,successful,regular,2262.57,outsideNorthEast,oz,evenStrength,0,315,78625,5152,74.62536621,38.97941208
pass,successful,southoffboards,2266.80,outsideNorthEast,oz,evenStrength,0,315,78625,5152,83.67830658,35.96176529
reception,successful,regular,2267.80,eastPoint,oz,evenStrength,0,315,79380,5152,29.36066437,37.97352982
shot,successful,outside,2268.80,eastPoint,oz,evenStrength,0,315,79380,5152,31.87536621,38.47647095
pass,successful,south,2273.13,outsideNorthEast,oz,evenStrength,0,315,10534,5152,68.59007263,39.98529434
reception,successful,regular,2274.27,eastPoint,oz,evenStrength,0,315,79380,5152,31.37242889,31.93823624
pass,successful,eastwest,2274.77,eastPoint,oz,evenStrength,0,315,79380,5152,31.87536621,30.42941284
reception,successful,regular,2275.33,westPoint,oz,evenStrength,0,315,20775372,5152,31.37242889,-16.84705734
shot,failed,outsideblocked,2277.00,westPoint,oz,evenStrength,0,315,20775372,5152,34.893013,-37.97058868
pass,successful,outlet,2288.40,innerSlotDZ,dz,evenStrength,0,311,80,80264,-71.11264038,-1.761764526
reception,successful,regular,2289.70,eastPointDZ,dz,evenStrength,0,311,94531,80264,-44.95969772,-36.46470642
pass,successful,north,2290.63,southWestBoardsNZ,nz,evenStrength,0,311,94531,80264,-23.83616638,-36.46470642
reception,successful,regular,2291.20,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,15.39324188,-37.47058868
pass,successful,outlet,2297.03,outsideNorthEastDZ,dz,evenStrength,0,315,202206,5152,-70.71676636,-38.473526
reception,successful,regular,2297.83,southWestBoardsNZ,nz,evenStrength,0,315,82048,5152,-17.90795135,-36.96470642
pass,failed,ozentryoffboards,2298.77,southWestBoardsNZ,nz,evenStrength,0,315,82048,5152,-14.38735962,-37.46764374
pass,failed,outletoffboards,2301.67,eastOuterSlotDZ,dz,evenStrength,0,311,6588,80264,-65.0773468,-9.3058815
pass,failed,south,2304.17,outsideNorthEast,oz,evenStrength,0,315,126723,5152,65.0773468,38.47647095
pass,successful,outlet,2307.10,outsideNorthEastDZ,dz,evenStrength,0,311,1462,80264,-57.53322601,-30.93235207
reception,successful,regular,2307.53,eastPointDZ,dz,evenStrength,0,311,113401,80264,-33.89498901,-34.45294189
pass,successful,north,2313.90,outsideNorthWest,oz,evenStrength,0,311,109372,80264,98.37854004,-16.85000038
reception,successful,regular,2314.37,outsideNorthWest,oz,evenStrength,0,311,113401,80264,90.83442688,-8.802940369
pass,failed,outletoffboards,2314.77,outsideNorthWestDZ,dz,evenStrength,0,315,80518,5152,-88.31971741,12.32352829
pass,failed,slot,2314.80,outsideNorthWest,oz,evenStrength,0,311,113401,80264,87.31382751,-10.8147049
pass,successful,south,2317.40,outsideNorthWest,oz,evenStrength,0,311,109372,80264,64.17854309,-37.97352982
reception,successful,regular,2318.03,westPoint,oz,evenStrength,0,311,6588,80264,32.9961853,-29.92647171
shot,successful,outside,2318.40,westPoint,oz,evenStrength,0,311,6588,80264,28.97265625,-24.39411736
pass,successful,south,2320.10,westOuterSlot,oz,evenStrength,0,311,370192,80264,68.70500183,-21.87940025
reception,successful,regular,2320.33,westPoint,oz,evenStrength,0,311,112050,80264,49.09030151,-22.38235283
shot,successful,slot,2323.40,westOuterSlot,oz,evenStrength,0,311,112050,80264,71.72265625,-18.86176491
pass,successful,south,2327.67,westPoint,oz,evenStrength,0,311,112050,80264,50.59912109,-30.42941284
reception,successful,regular,2328.53,centerPoint,oz,evenStrength,0,311,108339,80264,30.48147583,-7.294116974
shot,failed,outsideblocked,2328.57,centerPoint,oz,evenStrength,0,311,108339,80264,30.48147583,-7.294116974
pass,successful,south,2332.63,southEastBoardsNZ,nz,evenStrength,0,311,80,80264,-11.76557922,28.41470337
reception,successful,regular,2333.83,eastPointDZ,dz,evenStrength,0,311,108339,80264,-28.8655777,-18.35882378
pass,successful,south,2334.57,southWestBoardsNZ,nz,evenStrength,0,311,108339,80264,-19.81263733,-29.92647171
reception,successful,regular,2335.43,centerPointDZ,dz,evenStrength,0,311,80,80264,-41.94205093,7.291175842
pass,successful,north,2338.07,northCenterNZ,nz,evenStrength,0,311,80,80264,6.340301514,5.782352448
reception,successful,regular,2338.63,northEastBoardsNZ,nz,evenStrength,0,311,112050,80264,23.44029999,34.44999695
pass,successful,rush,2339.43,eastPoint,oz,evenStrength,0,311,112050,80264,31.99031067,32.43823242
reception,successful,regular,2340.13,centerPoint,oz,evenStrength,0,311,370192,80264,32.50109863,12.82352829
pass,failed,slot,2341.40,outsideNorthEast,oz,evenStrength,0,311,370192,80264,58.15110779,23.38529205
pass,failed,south,2350.40,eastPoint,oz,evenStrength,0,315,884,5152,52.49595642,25.39999962
pass,successful,south,2361.47,outsideNorthWest,oz,evenStrength,0,311,112050,80264,86.8187561,-28.92058754
reception,successful,regular,2362.53,westPoint,oz,evenStrength,0,311,94531,80264,29.48345947,-33.95000076
pass,successful,eastwest,2362.97,westPoint,oz,evenStrength,0,311,94531,80264,28.47756958,-32.44117737
reception,successful,regular,2363.83,eastPoint,oz,evenStrength,0,311,6588,80264,36.52462769,36.46176147
pass,successful,slot,2365.10,eastPoint,oz,evenStrength,0,311,6588,80264,41.55404663,31.43235016
reception,successful,regular,2365.60,innerSlot,oz,evenStrength,0,311,370192,80264,77.26286316,-1.258823395
shot,successful,slot,2365.63,innerSlot,oz,evenStrength,1,311,370192,80264,77.26286316,-1.258823395
pass,successful,d2d,2368.60,centerPointDZ,dz,evenStrength,0,311,6588,80264,-32.88124847,-2.264705658
reception,successful,regular,2369.00,eastPointDZ,dz,evenStrength,0,311,94531,80264,-36.40179825,-19.36470032
pass,successful,d2d,2369.83,centerPointDZ,dz,evenStrength,0,311,94531,80264,-43.94595718,-18.35882378
reception,successful,regular,2370.20,centerPointDZ,dz,evenStrength,0,311,6588,80264,-51.49010086,-4.779409885
shot,successful,outside,2371.27,westOuterSlotDZ,oz,evenStrength,0,311,6588,80264,-54.50770187,20.36759949
pass,successful,outlet,2374.70,innerSlotDZ,dz,evenStrength,0,315,80264,5152,-80.77560425,-2.261764526
reception,successful,regular,2375.53,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-68.20207214,33.95000076
pass,successful,d2doffboards,2376.20,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-79.76971436,36.96764755
reception,successful,regular,2378.63,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-84.29618835,-35.45587921
pass,failed,outletoffboards,2378.77,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-82.28442383,-36.46176147
pass,failed,outlet,2384.03,eastPointDZ,dz,evenStrength,0,315,20775372,5152,-47.07853699,-31.9352951
pass,successful,north,2386.43,southEastBoardsNZ,nz,evenStrength,0,311,6588,80264,-9.250869751,26.90588379
reception,successful,regular,2387.17,northCenterNZ,nz,evenStrength,0,311,109372,80264,18.41090012,10.8118
pass,successful,d2doffboards,2391.90,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-96.87757874,-2.764705658
reception,successful,regular,2392.90,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-98.88934326,11.31764603
pass,successful,d2doffboards,2393.03,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-97.88345337,13.83235359
reception,successful,regular,2395.03,outsideNorthWestDZ,dz,evenStrength,0,315,121680,5152,-56.13934326,39.98529434
pass,successful,outlet,2395.20,outsideNorthWestDZ,dz,evenStrength,0,315,121680,5152,-56.13934326,38.47647095
reception,successful,regular,2395.67,westPointDZ,dz,evenStrength,0,315,80518,5152,-50.10404968,27.91470528
pass,successful,stretch,2395.70,westPointDZ,dz,evenStrength,0,315,80518,5152,-50.10404968,26.90882301
reception,successful,regular,2397.67,northCenterNZ,nz,evenStrength,0,315,110856,5152,10.75183868,20.3705883
pass,successful,ozentry,2398.00,northCenterNZ,nz,evenStrength,0,315,110856,5152,16.78713226,17.85588264
reception,successful,ozentry,2399.27,eastPoint,oz,evenStrength,0,315,80518,5152,35.39595795,29.42353058
shot,successful,outside,2399.30,eastPoint,oz,evenStrength,0,315,80518,5152,36.90480042,30.42939949
pass,successful,d2d,2418.83,outsideNorthWestDZ,dz,evenStrength,0,315,400162,5152,-95.75675201,18.85882187
reception,successful,regular,2419.73,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-97.26557922,9.302940369
pass,successful,d2doffboards,2419.97,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-96.25969696,9.8058815
reception,successful,regular,2421.33,outsideNorthWestDZ,dz,evenStrength,0,315,10534,5152,-66.58616638,37.97058868
pass,successful,outlet,2421.67,outsideNorthWestDZ,dz,evenStrength,0,315,10534,5152,-72.11852264,37.97058868
reception,successful,regular,2422.87,centerPointDZ,dz,evenStrength,0,315,81408,5152,-39.42734528,-16.85000038
pass,failed,slot,2427.47,westOuterSlot,oz,evenStrength,0,315,81408,5152,60.15501404,-17.35294151
pass,failed,north,2429.67,outsideNorthWest,oz,evenStrength,0,315,81408,5152,97.38050842,-11.31764603
pass,successful,d2doffboards,2431.53,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-95.87168884,7.294116974
