eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord
reception,successful,regular,2433.37,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-95.3687439,-15.33823395
pass,successful,d2d,2433.80,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-95.87168884,-8.297058105
reception,successful,regular,2434.53,innerSlotDZ,dz,evenStrength,0,311,237838,80264,-80.78346252,-7.794116974
pass,failed,outlet,2435.23,eastOuterSlotDZ,dz,evenStrength,0,311,237838,80264,-74.245224,-17.34999847
pass,successful,outlet,2444.30,innerSlotDZ,dz,evenStrength,0,311,94531,80264,-68.71286011,-0.752941132
reception,successful,regular,2445.03,westPointDZ,dz,evenStrength,0,311,112050,80264,-41.05110168,37.47058868
pass,successful,d2d,2446.13,westPointDZ,dz,evenStrength,0,311,112050,80264,-38.53639221,37.97352982
reception,successful,regular,2446.87,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-56.64227295,36.46470642
pass,successful,d2d,2447.60,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-61.67169189,25.39999962
reception,successful,regular,2448.27,innerSlotDZ,dz,evenStrength,0,311,94531,80264,-66.19816589,0.252941132
pass,successful,outlet,2448.83,eastOuterSlotDZ,dz,evenStrength,0,311,94531,80264,-62.67756653,-3.770587921
reception,successful,regular,2449.43,westPointDZ,dz,evenStrength,0,311,112050,80264,-33.00404358,21.8794117
pass,successful,rush,2452.47,eastPoint,oz,evenStrength,0,311,112050,80264,38.91654587,22.88529396
reception,successful,regular,2453.37,eastPoint,oz,evenStrength,0,311,109964,80264,53.50183868,32.44117737
pass,successful,southoffboards,2455.53,outsideNorthEast,oz,evenStrength,0,311,112050,80264,92.73124695,28.41764641
reception,successful,regular,2456.30,outsideNorthEast,oz,evenStrength,0,311,109964,80264,79.15184021,37.47058868
pass,successful,southoffboards,2456.77,outsideNorthEast,oz,evenStrength,0,311,109964,80264,79.65480042,37.47060013
reception,successful,regular,2457.70,outsideNorthEast,oz,evenStrength,0,311,112050,80264,60.54299927,39.48239899
pass,successful,southoffboards,2457.87,outsideNorthEast,oz,evenStrength,0,311,112050,80264,60.54299927,39.48239899
reception,successful,regular,2459.63,eastPoint,oz,evenStrength,0,311,6588,80264,30.86948395,41.99705887
shot,failed,slot,2464.57,westOuterSlot,oz,evenStrength,0,315,80518,5152,71.72265625,-16.34705925
pass,failed,d2doffboards,2469.60,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-85.30992126,32.9441185
pass,failed,northoffboards,2473.93,outsideNorthEast,oz,evenStrength,0,315,82048,5152,54.62265015,39.98235321
pass,failed,d2d,2479.63,outsideNorthWestDZ,dz,evenStrength,0,311,109372,80264,-54.63050842,35.96176529
reception,failed,regular,2480.17,innerSlotDZ,dz,evenStrength,0,311,6588,80264,-66.70109558,-1.758823395
pass,failed,outletoffboards,2482.60,outsideNorthEastDZ,dz,evenStrength,0,311,6588,80264,-68.71286011,-39.47940826
reception,failed,regular,2483.63,southWestBoardsNZ,nz,evenStrength,0,311,113401,80264,-1.82169342,-41.49117279
pass,successful,south,2486.87,outsideNorthWest,oz,powerPlay,0,311,370192,80264,67.58419037,-23.38529205
reception,successful,regular,2488.33,westPoint,oz,powerPlay,0,311,94531,80264,49.98125076,-29.92353058
pass,failed,northoffboards,2491.23,outsideNorthWest,oz,powerPlay,0,311,94531,80264,95.2460022,-13.82940006
pass,successful,north,2495.30,eastPoint,oz,powerPlay,0,311,111452,80264,38.41360474,29.92647171
reception,successful,regular,2495.70,centerPoint,oz,powerPlay,0,311,109964,80264,51.99301529,10.31176376
shot,successful,slot,2496.63,eastOuterSlot,oz,powerPlay,0,311,109964,80264,60.04007339,1.258823395
pass,successful,slot,2500.90,outsideNorthEast,oz,powerPlay,0,311,111452,80264,63.56066132,39.98529434
reception,successful,regular,2501.37,eastOuterSlot,oz,powerPlay,0,311,112050,80264,68.08712769,19.36470604
pass,successful,slot,2503.23,outsideNorthEast,oz,powerPlay,0,311,112050,80264,87.70183563,18.86176491
reception,successful,regular,2504.07,westOuterSlot,oz,powerPlay,0,311,370192,80264,68.59007263,-16.84705734
shot,successful,slot,2504.27,westOuterSlot,oz,powerPlay,1,311,370192,80264,68.08712769,-12.82352829
pass,successful,south,2504.93,southCenterNZ,nz,evenStrength,0,311,111452,80264,-0.815811157,-0.752941132
reception,successful,regular,2506.57,centerPointDZ,dz,evenStrength,0,311,94531,80264,-35.01580811,-6.788234711
pass,successful,d2d,2506.77,centerPointDZ,dz,evenStrength,0,311,94531,80264,-36.021698,-5.279411316
reception,successful,regular,2507.03,centerPointDZ,dz,evenStrength,0,311,80,80264,-40.04522705,9.3058815
pass,failed,outletoffboards,2508.63,westPointDZ,dz,evenStrength,0,311,80,80264,-52.6187439,32.9441185
pass,successful,outlet,2517.63,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-95.87168884,-7.794116974
reception,successful,regular,2518.37,outsideNorthEastDZ,dz,evenStrength,0,311,111452,80264,-74.74816895,-34.44999695
pass,successful,north,2520.57,southWestBoardsNZ,nz,evenStrength,0,311,111452,80264,-14.38735962,-28.41470337
reception,successful,regular,2521.30,northCenterNZ,nz,evenStrength,0,311,237838,80264,8.244990349,-1.758820057
pass,failed,d2doffboards,2524.00,outsideNorthEastDZ,dz,evenStrength,0,315,80264,5152,-92.73910522,-5.785293579
pass,successful,south,2525.47,outsideNorthEast,oz,evenStrength,0,311,237838,80264,95.2538147,24.39411736
reception,successful,regular,2526.23,outsideNorthEast,oz,evenStrength,0,311,1731661,80264,83.18322754,36.96764755
pass,successful,south,2526.43,outsideNorthEast,oz,evenStrength,0,311,1731661,80264,83.68616486,36.96764755
reception,successful,regular,2526.97,outsideNorthEast,oz,evenStrength,0,311,1731661,80264,74.63322449,27.91470528
pass,successful,south,2528.77,outsideNorthEast,oz,evenStrength,0,311,1731661,80264,61.55675507,29.92647171
reception,successful,regular,2529.40,eastPoint,oz,evenStrength,0,311,80,80264,31.38028717,25.39999962
pass,successful,eastwest,2529.63,eastPoint,oz,evenStrength,0,311,80,80264,30.37440491,20.3705883
reception,successful,regular,2530.50,westPoint,oz,evenStrength,0,311,94531,80264,47.97734451,-29.42058563
pass,failed,slot,2531.87,outsideNorthWest,oz,evenStrength,0,311,94531,80264,64.07146454,-25.39705658
pass,successful,d2doffboards,2541.53,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-92.84619141,30.42941284
reception,successful,regular,2543.60,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-95.86383057,-21.37352753
pass,successful,d2doffboards,2543.77,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-93.85206604,-26.40293884
reception,successful,regular,2545.43,outsideNorthEastDZ,dz,evenStrength,0,311,237838,80264,-68.70500183,-39.98235321
pass,successful,outlet,2554.33,westPointDZ,dz,evenStrength,0,315,20161,5152,-45.96557999,19.86470795
reception,successful,regular,2555.33,centerPointDZ,dz,evenStrength,0,315,80518,5152,-44.45675659,-3.773529053
pass,successful,d2d,2557.07,centerPointDZ,dz,evenStrength,0,315,80518,5152,-30.87734222,7.291175842
reception,successful,regular,2558.10,centerPointDZ,dz,evenStrength,0,315,20161,5152,-45.46263885,-0.755882263
pass,successful,stretch,2558.57,centerPointDZ,dz,evenStrength,0,315,20161,5152,-30.37440491,2.764705658
reception,successful,regular,2559.20,northCenterNZ,nz,evenStrength,0,315,179172,5152,20.92559814,-2.264705658
pass,failed,d2doffboards,2563.07,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-97.87559509,-3.26764679
pass,successful,slot,2565.47,outsideNorthEast,oz,evenStrength,0,315,126723,5152,92.84619141,20.87059021
reception,successful,regular,2565.87,innerSlot,oz,evenStrength,0,315,80518,5152,83.79324341,6.285293579
shot,failed,slot,2565.93,innerSlot,oz,evenStrength,0,315,80518,5152,83.79324341,6.285293579
pass,successful,south,2568.30,outsideNorthEast,oz,evenStrength,0,315,126723,5152,78.26089478,27.40882111
reception,successful,regular,2569.10,centerPoint,oz,evenStrength,0,315,179172,5152,44.06089783,10.30882263
shot,failed,outside,2569.20,centerPoint,oz,evenStrength,0,315,179172,5152,46.07266235,9.302940369
pass,failed,outlet,2573.50,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-68.70500183,39.48235321
pass,successful,northoffboards,2575.27,northWestBoardsNZ,nz,evenStrength,0,315,20775372,5152,4.831481934,-37.97352982
reception,successful,regular,2576.03,northWestBoardsNZ,nz,evenStrength,0,315,179172,5152,15.89618683,-36.46470642
pass,failed,eastwest,2576.33,northWestBoardsNZ,nz,evenStrength,0,315,179172,5152,15.39324188,-35.96176529
reception,failed,regular,2577.97,northEastBoardsNZ,nz,evenStrength,0,315,126723,5152,8.35206604,22.37940979
pass,failed,outlet,2581.97,innerSlotDZ,dz,evenStrength,0,311,5814,80264,-82.79522705,-9.8058815
pass,successful,south,2586.43,eastOuterSlot,oz,evenStrength,0,315,121680,5152,66.19819641,22.37940025
reception,successful,regular,2586.70,outsideNorthEast,oz,evenStrength,0,315,110856,5152,60.665802,27.91176605
shot,successful,slot,2587.47,eastOuterSlot,oz,evenStrength,0,315,110856,5152,60.665802,18.35588074
shot,successful,outside,2590.07,outsideNorthWest,oz,evenStrength,0,315,56711,5152,61.16874695,-31.93823624
pass,failed,slot,2591.80,outsideNorthWest,oz,evenStrength,0,315,56711,5152,85.81286621,-28.41764641
pass,successful,outlet,2594.13,centerPointDZ,dz,evenStrength,0,311,2546838,80264,-53.12168884,8.299999237
reception,successful,regular,2595.17,southEastBoardsNZ,nz,evenStrength,0,311,110409,80264,-23.95110321,32.9441185
pass,failed,slot,2606.43,outsideNorthEast,oz,evenStrength,0,311,110409,80264,76.13419342,36.46470642
pass,successful,outlet,2607.57,outsideNorthEastDZ,dz,evenStrength,0,315,54915,5152,-61.54889679,-29.42353058
reception,successful,regular,2608.17,centerPointDZ,dz,evenStrength,0,315,110856,5152,-49.47830963,-5.785293579
pass,failed,d2doffboards,2616.20,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-98.38639832,11.31764603
pass,successful,outlet,2621.67,outsideNorthEastDZ,dz,evenStrength,0,311,108339,80264,-95.3687439,-21.37352753
reception,successful,regular,2622.53,eastOuterSlotDZ,dz,evenStrength,0,311,113401,80264,-63.18051147,-22.88235474
pass,successful,north,2624.63,northEastBoardsNZ,nz,evenStrength,0,315,79380,5152,2.324630737,38.97647095
reception,successful,regular,2624.97,northCenterNZ,nz,evenStrength,0,315,121680,5152,19.42462921,12.82352829
pass,successful,south,2625.10,northCenterNZ,nz,evenStrength,0,315,121680,5152,17.41286469,11.3147049
reception,successful,regular,2626.37,centerPointDZ,dz,evenStrength,0,315,400162,5152,-46.96360397,-6.288234711
pass,successful,outlet,2627.47,eastPointDZ,dz,evenStrength,0,315,400162,5152,-47.4665451,-21.37647057
reception,successful,regular,2628.17,westPointDZ,dz,evenStrength,0,315,79380,5152,-44.95183945,20.87059021
pass,failed,north,2630.93,southCenterNZ,nz,evenStrength,0,315,79380,5152,-5.722430229,20.36759949
pass,failed,northoffboards,2635.80,westPoint,oz,evenStrength,0,311,112050,80264,38.41360474,-36.96470642
pass,successful,outletoffboards,2639.20,outsideNorthEastDZ,dz,evenStrength,0,315,78625,5152,-75.63910675,-40.48823547
reception,successful,regular,2640.77,outsideNorthEastDZ,dz,evenStrength,0,315,10534,5152,-59.04204941,-39.48235321
pass,successful,eastwest,2647.83,innerSlot,oz,evenStrength,0,315,10534,5152,80.2726593,6.788234711
reception,successful,regular,2648.40,outsideNorthWest,oz,evenStrength,0,315,81408,5152,87.31382751,-8.299999237
shot,successful,outside,2648.43,outsideNorthWest,oz,evenStrength,1,315,81408,5152,87.31382751,-8.299999237
pass,successful,stretch,2652.23,centerPointDZ,dz,evenStrength,0,315,20161,5152,-34.90087128,-2.264705658
reception,successful,regular,2652.73,northWestBoardsNZ,nz,evenStrength,0,315,126723,5152,5.837364197,-36.96764755
pass,failed,outletoffboards,2657.20,outsideNorthWestDZ,dz,evenStrength,0,311,370192,80264,-98.88929749,6.288229942
pass,successful,outlet,2663.17,centerPointDZ,dz,evenStrength,0,311,109964,80264,-39.5422821,-6.788234711
reception,successful,regular,2663.67,southEastBoardsNZ,nz,evenStrength,0,311,370192,80264,-5.342277527,31.4352932
pass,successful,d2doffboards,2667.40,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-94.24790192,-29.42350006
reception,successful,regular,2668.60,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-95.2538147,20.36764526
pass,failed,stretchoffboards,2670.37,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-84.69204712,35.45587921
pass,successful,south,2677.60,eastPoint,oz,evenStrength,0,315,80518,5152,53.11383057,35.95882416
reception,successful,regular,2678.67,eastPoint,oz,evenStrength,0,315,20161,5152,34.50500488,33.94705963
pass,successful,eastwest,2679.37,eastPoint,oz,evenStrength,0,315,20161,5152,30.98442078,26.90588379
reception,successful,regular,2680.00,westPoint,oz,evenStrength,0,315,20775372,5152,44.56382751,-29.92647171
pass,successful,slot,2683.33,outsideNorthWest,oz,evenStrength,0,315,20775372,5152,57.13735962,-38.47647095
reception,successful,regular,2683.80,westOuterSlot,oz,evenStrength,0,315,126723,5152,57.13735962,-5.785293579
shot,failed,slot,2683.83,westOuterSlot,oz,evenStrength,0,315,126723,5152,57.13735962,-5.785293579
pass,successful,d2doffboards,2693.87,outsideNorthEastDZ,dz,evenStrength,0,311,370192,80264,-99.39227295,-7.291175842
reception,successful,regular,2696.27,outsideNorthEastDZ,dz,evenStrength,0,311,109964,80264,-93.35697937,-30.92941284
pass,failed,outletoffboards,2701.13,outsideNorthEastDZ,dz,evenStrength,0,311,109964,80264,-93.34912109,-0.752941132
pass,failed,northoffboards,2704.93,westPoint,oz,evenStrength,0,315,82048,5152,32.9961853,-36.96764755
pass,failed,slot,2709.43,outsideNorthEast,oz,evenStrength,0,315,20161,5152,67.19618225,38.97647095
pass,successful,d2d,2716.10,outsideNorthEastDZ,dz,evenStrength,0,311,112050,80264,-62.16677856,-37.97058868
reception,successful,regular,2716.63,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-69.20794678,-33.44411469
pass,successful,outlet,2723.73,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-56.02440262,29.92353058
reception,successful,regular,2724.57,eastOuterSlotDZ,dz,evenStrength,0,315,20775372,5152,-59.04204941,-21.8794117
pass,successful,stretch,2725.97,eastPointDZ,dz,evenStrength,0,315,20775372,5152,-41.94205093,-30.93235207
reception,successful,regular,2726.87,northCenterNZ,nz,evenStrength,0,315,10534,5152,10.86677551,-18.86176491
pass,failed,ozentryoffboards,2727.40,northCenterNZ,nz,evenStrength,0,315,10534,5152,13.38147736,-15.34117699
pass,successful,d2d,2729.53,eastOuterSlotDZ,dz,evenStrength,0,311,94531,80264,-66.19030762,-22.88235474
reception,successful,regular,2730.33,westOuterSlotDZ,dz,evenStrength,0,311,446706,80264,-69.20794678,11.31764603
pass,successful,outlet,2731.57,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-69.71089172,27.41176414
reception,successful,regular,2732.07,centerPointDZ,dz,evenStrength,0,311,1731661,80264,-47.58148193,13.32941246
shot,successful,outside,2735.33,eastPoint,oz,evenStrength,0,311,1731661,80264,34.90087128,31.93823624
pass,successful,d2d,2737.80,eastOuterSlotDZ,dz,evenStrength,0,315,78625,5152,-69.10087585,-21.8794117
reception,successful,regular,2738.20,outsideNorthEastDZ,dz,evenStrength,0,315,56711,5152,-85.69792938,-19.36470604
pass,failed,outletoffboards,2738.57,outsideNorthEastDZ,dz,evenStrength,0,315,56711,5152,-91.23028564,-21.37647057
reception,failed,regular,2739.90,eastPointDZ,dz,evenStrength,0,315,81408,5152,-32.88910675,-39.48235321
pass,successful,d2d,2746.27,eastPointDZ,dz,evenStrength,0,315,56711,5152,-49.98910904,-28.41764641
reception,successful,regular,2746.90,eastOuterSlotDZ,dz,evenStrength,0,315,79380,5152,-63.56851959,-1.258823395
pass,successful,stretch,2748.07,westOuterSlotDZ,dz,evenStrength,0,315,79380,5152,-62.56263733,15.33823395
reception,successful,regular,2748.93,northCenterNZ,nz,evenStrength,0,315,78625,5152,7.849128723,-3.270587921
pass,failed,ozentry,2749.00,northCenterNZ,nz,evenStrength,0,315,78625,5152,7.849128723,-3.270587921
pass,successful,d2doffboards,2760.40,outsideNorthWestDZ,dz,evenStrength,0,311,237838,80264,-98.38639832,17.85588264
reception,successful,regular,2761.33,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-94.36286926,-17.34999847
pass,successful,outlet,2762.07,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-86.8187561,-32.94117737
reception,successful,regular,2762.87,centerPointDZ,dz,evenStrength,0,311,2546838,80264,-49.09815979,-3.770587921
pass,failed,slot,2768.37,outsideNorthWest,oz,evenStrength,0,311,2546838,80264,86.69595337,-20.36764526
pass,successful,south,2770.17,outsideNorthWest,oz,evenStrength,0,311,2546838,80264,94.24007416,-11.3147049
reception,successful,regular,2771.07,outsideNorthWest,oz,evenStrength,0,311,80,80264,85.69010162,-13.82940006
pass,failed,eastwest,2771.30,innerSlot,oz,evenStrength,0,311,80,80264,83.17539978,-8.800000191
pass,successful,outletoffboards,2773.50,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-78.64889526,22.88235474
reception,successful,regular,2775.63,westPointDZ,dz,evenStrength,0,315,79380,5152,-46.96360397,33.44411469
shot,successful,outside,2777.87,northEastBoardsNZ,oz,evenStrength,0,315,79380,5152,3.330513,37.97058868
pass,successful,d2d,2780.93,innerSlotDZ,dz,evenStrength,0,311,5152,80264,-80.28051758,0.755882263
reception,successful,regular,2781.87,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-79.77757263,-16.34411621
pass,successful,outlet,2793.67,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-88.20478058,-16.34705925
reception,successful,regular,2794.13,eastOuterSlotDZ,dz,evenStrength,0,315,121680,5152,-64.06360626,-7.294116974
pass,successful,outlet,2794.73,eastOuterSlotDZ,dz,evenStrength,0,315,121680,5152,-64.06360626,-12.32352829
reception,successful,regular,2795.37,centerPointDZ,dz,evenStrength,0,315,179172,5152,-29.36066437,-12.32352829
pass,successful,northoffboards,2796.27,southWestBoardsNZ,nz,evenStrength,0,315,179172,5152,-17.79301453,-30.42941284
reception,successful,regular,2797.27,northWestBoardsNZ,nz,evenStrength,0,315,54915,5152,11.88051605,-35.45882416
pass,successful,south,2797.63,northWestBoardsNZ,nz,evenStrength,0,315,54915,5152,12.3835001,-33.95000076
reception,successful,regular,2798.40,northCenterNZ,nz,evenStrength,0,315,202206,5152,2.827575684,19.86470795
shot,failed,outside,2800.17,eastPoint,oz,evenStrength,0,315,202206,5152,47.58934021,37.46764374
pass,successful,d2doffboards,2805.03,outsideNorthWestDZ,dz,evenStrength,0,311,113401,80264,-71.22756958,39.98529434
reception,successful,regular,2806.47,outsideNorthWestDZ,dz,evenStrength,0,311,6588,80264,-84.30404663,30.93235207
pass,successful,d2doffboards,2809.50,outsideNorthWestDZ,dz,evenStrength,0,311,6588,80264,-95.3687439,3.773529053
